1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1520,0.0,3.0,3,674,4.0,350,364,2.0,1955.0,1520,2,9600,80.0,164.0,0,6,6,1156,1955,1972,153000
1285,0.0,3.0,1,0,1.0,660,528,2.0,1977.0,1285,2,8197,71.0,148.0,0,5,6,660,1977,1977,143500
807,702.0,3.0,1,0,1.0,783,393,3.0,2003.0,1509,3,7875,63.0,0.0,75,5,7,783,2003,2003,180000
1142,793.0,3.0,1,0,1.0,793,550,2.0,1976.0,1935,2,12384,69.0,233.0,113,7,7,793,1976,1976,197900
816,0.0,3.0,3,816,6.0,0,0,0.0,1979.0,816,2,11841,81.0,104.0,32,5,6,816,1990,1990,118500
1200,0.0,2.0,1,833,4.0,343,555,2.0,2003.0,1200,3,10083,67.0,0.0,41,5,7,1176,2003,2003,184900
997,0.0,4.0,1,0,1.0,941,548,1.0,1958.0,1470,2,8172,60.0,0.0,0,6,4,941,1954,1972,135000
1656,0.0,3.0,4,639,4.0,441,528,3.0,1960.0,1656,2,31770,141.0,112.0,62,5,6,1080,1960,1960,215000
792,0.0,2.0,1,0,1.0,768,240,1.0,1924.0,792,3,9022,52.0,0.0,0,8,5,768,1924,2006,109500
1694,0.0,3.0,1,0,1.0,1694,818,3.0,2007.0,1694,3,12030,93.0,254.0,228,5,8,1694,2007,2007,318000
1800,0.0,3.0,4,1274,6.0,526,765,3.0,2002.0,1800,3,14331,85.0,630.0,78,5,8,1800,2002,2002,312500
1422,915.0,5.0,1,0,1.0,662,560,1.0,1945.0,2337,2,13600,85.0,0.0,57,5,5,662,1900,1950,90000
1168,678.0,3.0,2,196,3.0,844,315,1.0,1949.0,1846,2,10496,78.0,320.0,0,6,6,1040,1949,1950,143000
1026,0.0,3.0,4,505,6.0,0,576,1.0,1981.0,1026,2,10970,69.0,0.0,0,6,6,940,1978,1978,147000
904,0.0,3.0,1,0,1.0,876,408,1.0,1966.0,904,2,7162,69.0,41.0,0,7,5,876,1966,1966,109900
1126,0.0,3.0,1,936,5.0,190,484,2.0,1977.0,1126,2,17400,80.0,0.0,41,5,5,1126,1977,1977,160000
1136,1332.0,4.0,3,970,6.0,166,872,2.0,2004.0,2468,3,12099,99.0,388.0,154,5,8,1136,2004,2004,354000
988,0.0,1.0,4,938,5.0,0,540,1.0,1969.0,988,2,21453,69.0,0.0,130,5,6,938,1969,1969,180000
1052,0.0,3.0,3,1016,4.0,36,288,2.0,1968.0,1052,2,8400,70.0,168.0,0,5,5,1052,1968,1968,138500
572,524.0,2.0,1,0,1.0,572,0,0.0,1979.0,1096,2,9600,60.0,0.0,8,5,6,572,1924,1950,79000
1141,0.0,3.0,1,0,1.0,1141,484,1.0,2005.0,1141,2,13072,63.0,0.0,0,5,6,1141,2005,2005,142500
1012,778.0,4.0,1,247,3.0,485,484,2.0,1972.0,1790,2,10400,80.0,288.0,0,5,6,732,1972,1972,165150
1004,848.0,3.0,2,668,6.0,336,660,3.0,1999.0,1852,3,9066,73.0,320.0,106,5,8,1004,1999,2000,230000
520,0.0,2.0,3,490,6.0,30,0,2.0,1979.0,754,2,6780,60.0,0.0,0,8,6,520,1935,1982,84500
624,720.0,4.0,1,0,1.0,624,513,1.0,1916.0,1344,2,4571,34.0,0.0,0,5,5,624,1916,1950,98000
2207,0.0,3.0,4,912,6.0,1035,576,2.0,1970.0,2207,2,19900,69.0,287.0,0,5,7,1947,1970,1989,180000
1307,1051.0,5.0,1,0,1.0,907,360,2.0,1908.0,2358,2,45600,75.0,0.0,40,8,6,907,1908,1997,240000
1175,1540.0,4.0,1,575,6.0,487,831,3.0,1994.0,2715,3,8963,69.0,289.0,204,9,8,1142,1976,1996,299800
1364,0.0,2.0,3,659,6.0,705,484,2.0,2005.0,1364,3,7052,43.0,240.0,36,5,7,1364,2005,2005,185850
1253,0.0,3.0,1,0,1.0,1237,402,3.0,1995.0,1253,2,7875,63.0,38.0,21,5,7,1237,1995,1996,176000
1328,0.0,3.0,1,569,5.0,678,528,1.0,1963.0,1328,2,9790,69.0,451.0,26,5,6,1328,1963,1963,143000
1422,0.0,3.0,1,0,1.0,978,286,2.0,1960.0,1422,2,12342,69.0,0.0,0,5,5,978,1960,1978,139900
1186,800.0,3.0,1,454,4.0,314,486,1.0,1965.0,1986,2,13600,85.0,176.0,42,6,7,768,1965,1990,205000
952,0.0,2.0,1,0,1.0,952,192,1.0,1916.0,952,1,8854,69.0,0.0,98,6,6,952,1916,1950,121000
1660,0.0,3.0,2,1220,6.0,440,500,2.0,2006.0,1660,3,10182,85.0,420.0,50,5,8,1660,2006,2006,290000
2234,0.0,1.0,1,1904,6.0,312,1166,3.0,2009.0,2234,4,17423,63.0,748.0,60,5,9,2216,2008,2009,501837
790,0.0,2.0,2,384,4.0,384,160,1.0,1925.0,790,2,6292,52.0,0.0,141,5,6,768,1930,1950,91000
1340,0.0,3.0,3,24,6.0,1316,396,3.0,2007.0,1340,3,8899,73.0,0.0,30,5,7,1340,2007,2007,181134
1610,0.0,3.0,2,1200,5.0,410,480,2.0,1977.0,1610,3,10603,69.0,28.0,68,7,6,1610,1977,2001,205000
1361,1259.0,4.0,1,498,6.0,652,600,2.0,1977.0,2620,2,18890,69.0,1.0,24,5,5,1361,1977,1977,190000
1248,0.0,2.0,3,16,6.0,1232,438,3.0,2005.0,1248,3,3010,43.0,16.0,0,5,7,1248,2005,2006,167240
912,0.0,3.0,2,832,6.0,80,288,2.0,1962.0,912,3,6768,65.0,0.0,0,8,6,912,1961,1996,142000
943,0.0,3.0,4,828,6.0,115,472,3.0,1998.0,1638,2,9042,59.0,0.0,38,5,6,943,1998,1998,192000
1622,0.0,3.0,3,1159,4.0,90,1356,3.0,1975.0,1622,2,32463,69.0,149.0,0,4,4,1249,1961,1975,168000
1436,884.0,3.0,1,774,5.0,104,180,1.0,1945.0,2320,3,7259,61.0,0.0,0,8,6,1028,1945,2002,259500
1144,0.0,3.0,1,572,3.0,572,456,1.0,1961.0,1144,2,7875,75.0,136.0,0,6,5,1144,1961,1961,139950
848,672.0,3.0,1,182,3.0,611,281,1.0,1968.0,1520,2,4500,55.0,0.0,0,5,5,793,1932,2000,159434
1516,0.0,3.0,1,196,3.0,975,472,2.0,1964.0,1516,2,10004,100.0,180.0,0,6,6,1516,1964,1964,167000
1498,0.0,2.0,2,0,1.0,1498,675,2.0,2006.0,1498,3,8990,73.0,0.0,33,5,7,1498,2006,2006,204900
804,1157.0,3.0,1,690,5.0,114,560,3.0,2001.0,1961,3,12209,71.0,0.0,192,5,6,804,2001,2002,215000
728,728.0,3.0,1,0,1.0,728,440,3.0,2006.0,1456,3,11103,85.0,0.0,0,5,7,728,2006,2006,155835
1207,1196.0,3.0,2,0,1.0,1032,349,1.0,1940.0,2403,2,24090,69.0,0.0,0,7,7,1032,1940,1950,244400
1944,0.0,3.0,4,1274,4.0,622,708,3.0,2003.0,1944,4,12378,90.0,0.0,175,5,9,1896,2003,2004,360000
1368,0.0,2.0,1,0,1.0,1368,474,2.0,2005.0,1368,3,6955,48.0,94.0,35,5,7,1368,2005,2006,202500
882,908.0,3.0,1,633,6.0,240,588,2.0,1999.0,1790,3,9179,68.0,158.0,88,5,7,873,1999,1999,193000
1476,1237.0,3.0,3,1330,6.0,122,858,3.0,2008.0,2713,4,14948,67.0,268.0,66,5,9,1452,2008,2008,446261
720,551.0,3.0,1,0,1.0,720,312,2.0,1948.0,1271,2,21286,115.0,0.0,0,5,5,720,1948,1950,135000
1872,0.0,3.0,3,929,6.0,916,604,2.0,1988.0,1872,2,10400,80.0,102.0,39,5,7,1845,1988,1988,241500
1190,900.0,3.0,2,828,6.0,180,577,3.0,1984.0,2090,3,5062,69.0,0.0,0,5,7,1190,1984,1984,207500
882,914.0,3.0,2,706,6.0,88,546,2.0,1998.0,1796,2,9531,69.0,0.0,36,5,6,794,1998,1998,211000
1302,0.0,3.0,3,0,1.0,1302,436,3.0,2007.0,1302,3,8993,73.0,0.0,22,5,7,1302,2007,2007,176485
2524,0.0,4.0,1,1104,5.0,1420,542,3.0,1981.0,2524,3,9600,80.0,0.0,120,5,8,2524,1981,1981,278000
840,534.0,2.0,1,315,5.0,420,338,3.0,1967.0,1374,2,5400,90.0,0.0,0,6,4,840,1920,1950,105000
764,862.0,2.0,1,567,6.0,197,474,2.0,2003.0,1626,3,2268,36.0,106.0,27,5,7,764,2003,2004,173000
735,299.0,2.0,1,0,4.0,735,240,1.0,1940.0,1034,2,10134,60.0,0.0,39,6,5,735,1940,1950,109000
1518,0.0,1.0,4,1218,6.0,300,588,2.0,2003.0,1518,4,12677,62.0,472.0,140,5,8,1518,2003,2004,274000
1226,592.0,4.0,1,224,2.0,816,240,2.0,1951.0,1818,2,7758,69.0,600.0,0,4,7,1040,1931,1950,169500
1661,0.0,3.0,1,0,1.0,1649,598,2.0,1998.0,1661,3,12137,48.0,442.0,34,5,7,1649,1998,1998,224900
1096,895.0,3.0,2,297,3.0,0,432,1.0,1977.0,1991,2,11275,69.0,480.0,0,7,6,854,1932,1950,220000
832,650.0,3.0,1,624,5.0,26,324,1.0,1930.0,1482,2,9000,50.0,0.0,0,9,7,650,1920,1988,143000
1742,0.0,2.0,4,1148,6.0,594,564,2.0,1985.0,1742,3,6563,69.0,0.0,28,5,8,1742,1985,1985,275000
686,564.0,3.0,1,0,1.0,686,280,2.0,1955.0,1250,1,8248,45.0,0.0,0,7,5,686,1918,1950,116000
816,0.0,3.0,1,0,1.0,816,528,1.0,1985.0,1176,2,6240,52.0,0.0,0,6,6,816,1934,1950,114500
927,988.0,3.0,2,789,6.0,119,506,3.0,1992.0,1915,3,10041,80.0,0.0,150,5,8,908,1992,1992,220000
1192,403.0,2.0,1,388,2.0,552,240,1.0,1940.0,1595,2,8400,60.0,0.0,0,5,6,940,1940,2000,140000
1661,0.0,3.0,3,831,4.0,161,377,2.0,1955.0,1661,3,9600,80.0,0.0,28,6,6,992,1955,1996,165500
832,1103.0,3.0,1,544,6.0,288,552,3.0,2009.0,1935,2,8004,75.0,110.0,150,5,8,832,2009,2009,263435
1795,0.0,3.0,1,0,4.0,1777,534,2.0,2002.0,1795,3,9742,75.0,281.0,159,5,8,1777,2002,2002,230000
847,1081.0,4.0,1,0,4.0,847,434,3.0,2003.0,1928,3,8200,65.0,0.0,48,5,7,847,2003,2004,219500
1159,0.0,3.0,1,673,4.0,378,336,1.0,1968.0,1159,2,11553,69.0,188.0,0,5,5,1051,1968,1968,158000
855,601.0,3.0,1,311,4.0,544,440,1.0,1978.0,1456,2,2280,24.0,0.0,0,5,6,855,1978,1978,146000
1137,817.0,3.0,1,341,4.0,457,431,2.0,1939.0,1954,3,15660,69.0,312.0,119,9,7,798,1939,2006,311500
2028,0.0,2.0,4,1460,6.0,408,880,2.0,2005.0,2028,3,11443,88.0,208.0,66,5,8,1868,2005,2006,369900
2898,0.0,2.0,3,1165,5.0,0,665,3.0,1976.0,2898,3,15498,69.0,0.0,72,6,8,1565,1976,1976,287000
814,860.0,3.0,1,533,6.0,281,663,2.0,2000.0,1674,3,7500,69.0,0.0,96,5,7,814,2000,2000,216000
974,0.0,3.0,2,212,4.0,762,0,0.0,1979.0,974,2,10712,63.0,0.0,28,5,5,974,1991,1992,93500
1091,898.0,3.0,2,932,6.0,133,586,3.0,2002.0,1989,3,11367,90.0,210.0,60,5,8,1065,2002,2002,255000
1080,1017.0,3.0,1,50,4.0,499,678,2.0,1993.0,2097,3,11228,59.0,0.0,187,5,7,1080,1993,1993,228000
1442,0.0,3.0,1,0,1.0,1424,500,2.0,1990.0,1442,2,11851,99.0,0.0,34,5,7,1424,1990,1990,180500
1130,0.0,2.0,1,821,4.0,299,720,1.0,1970.0,1130,2,10800,60.0,0.0,0,6,5,1120,1920,1950,120000
1133,687.0,4.0,1,329,3.0,697,240,1.0,1925.0,1820,2,9120,60.0,0.0,100,6,7,1026,1925,1950,184000
1378,741.0,3.0,1,0,1.0,689,583,2.0,1972.0,2119,2,10448,69.0,333.0,104,6,6,689,1972,1972,158000
1264,1312.0,4.0,1,0,1.0,1234,666,3.0,2006.0,2576,4,12438,82.0,466.0,100,5,8,1234,2006,2006,361919
780,240.0,2.0,1,0,1.0,780,0,0.0,1979.0,1020,2,6342,54.0,0.0,0,8,5,780,1875,1996,94000
1095,679.0,4.0,1,0,1.0,1095,779,1.0,1920.0,1774,2,9600,60.0,0.0,0,2,4,1095,1900,1950,87000
904,0.0,1.0,4,350,4.0,333,0,0.0,1979.0,904,1,10020,69.0,0.0,0,1,1,683,1922,1950,61000
673,709.0,3.0,1,641,6.0,32,490,1.0,2000.0,1382,3,2651,69.0,0.0,50,5,7,673,2000,2000,165000
1518,1518.0,4.0,2,0,1.0,1107,840,1.0,1993.0,3608,4,22950,90.0,0.0,260,9,10,1107,1892,1993,475000
1178,1032.0,5.0,2,0,1.0,1008,205,1.0,1930.0,2210,1,9900,90.0,0.0,48,4,6,1008,1880,1950,117500
806,766.0,3.0,1,0,1.0,806,373,3.0,1995.0,1572,2,10364,69.0,0.0,40,5,6,806,1995,1996,168000
1824,0.0,2.0,4,1219,6.0,424,739,1.0,1971.0,1824,3,115149,69.0,351.0,48,5,7,1643,1971,2002,302000
1056,0.0,3.0,1,775,4.0,281,304,1.0,1968.0,1056,2,8450,65.0,0.0,85,6,5,1056,1968,1968,142000
949,272.0,4.0,1,392,4.0,392,392,1.0,1965.0,1221,2,9738,60.0,0.0,0,7,5,784,1924,1950,104900
1362,0.0,3.0,1,288,5.0,700,504,2.0,1961.0,1362,2,10197,80.0,491.0,20,5,6,1362,1961,1961,163000
848,0.0,1.0,4,697,6.0,151,420,2.0,2004.0,848,3,4426,69.0,147.0,0,5,6,848,2004,2004,141000
1434,0.0,3.0,1,20,6.0,1434,527,2.0,2001.0,1434,3,8529,65.0,0.0,39,5,7,1454,2001,2001,189000
1208,0.0,2.0,1,664,6.0,544,628,2.0,2007.0,1208,3,6762,64.0,108.0,54,5,7,1208,2007,2007,195400
1096,370.0,3.0,1,626,5.0,170,566,2.0,1950.0,1466,3,10800,60.0,0.0,21,8,5,796,1936,1989,170000
1987,0.0,2.0,4,1314,6.0,672,691,3.0,1994.0,1987,3,14303,91.0,554.0,36,5,8,1986,1994,1994,301500
1325,1093.0,3.0,4,1173,6.0,138,983,2.0,1993.0,2418,3,10542,96.0,651.0,154,5,7,1311,1993,1994,341000
1314,0.0,2.0,1,904,6.0,410,626,2.0,2008.0,1314,3,5063,34.0,166.0,62,5,7,1314,2007,2008,207500
970,739.0,3.0,1,0,1.0,970,380,1.0,2004.0,1709,3,2522,24.0,50.0,40,5,7,970,2004,2004,137500
672,546.0,3.0,1,0,4.0,672,0,0.0,1979.0,1218,2,1680,21.0,236.0,0,5,6,672,1971,1971,91500
1440,1440.0,8.0,1,256,2.0,1184,0,0.0,1979.0,3395,1,10896,60.0,0.0,110,7,6,1440,1914,1995,200000
1200,0.0,3.0,4,1200,6.0,0,0,0.0,1979.0,1200,2,10800,60.0,0.0,0,5,5,1200,1987,1988,179000
912,0.0,2.0,1,111,4.0,522,297,3.0,1958.0,912,2,7535,70.0,0.0,285,7,5,912,1958,1985,120000
2444,1872.0,4.0,4,1455,6.0,989,832,3.0,1994.0,4316,4,21535,104.0,1170.0,50,6,10,2444,1994,1995,755000
856,854.0,3.0,1,706,6.0,150,548,2.0,2003.0,1710,3,8450,65.0,196.0,61,5,7,856,2003,2003,208500
1234,1140.0,4.0,1,0,1.0,1181,656,3.0,2003.0,2374,4,11999,93.0,340.0,100,5,8,1181,2003,2004,285000
860,704.0,3.0,1,275,3.0,429,234,1.0,1941.0,1564,1,12000,75.0,0.0,0,7,7,704,1941,1950,174500
1466,0.0,3.0,1,176,4.0,1290,528,3.0,1959.0,1466,1,17755,134.0,132.0,140,4,5,1466,1959,1959,149900
1383,0.0,3.0,1,565,3.0,818,292,2.0,1960.0,1383,2,11600,80.0,175.0,45,5,6,1383,1960,1960,145250
1535,0.0,4.0,0,0,0.0,0,410,1.0,1979.0,1535,2,7018,64.0,0.0,0,5,5,0,1979,1979,118964
990,0.0,3.0,1,716,5.0,274,576,1.0,1996.0,990,2,13568,43.0,0.0,0,5,5,990,1995,1995,156000
918,728.0,4.0,1,364,3.0,554,240,1.0,1941.0,1646,2,7128,53.0,0.0,0,5,7,918,1941,1950,164000
908,1020.0,4.0,1,0,1.0,1020,440,1.0,1910.0,1928,1,9142,69.0,0.0,60,8,6,1020,1910,1950,137000
1040,685.0,3.0,1,315,6.0,114,550,2.0,1979.0,1725,2,11584,80.0,96.0,88,6,7,539,1979,1979,197000
2129,743.0,4.0,1,700,6.0,983,541,3.0,1992.0,2872,3,10678,85.0,337.0,33,5,8,1683,1992,2000,285000
1092,1020.0,4.0,2,500,5.0,176,576,1.0,1969.0,2112,2,11075,85.0,0.0,0,5,6,952,1969,1969,206900
757,567.0,3.0,1,672,4.0,0,240,1.0,1936.0,1324,2,6000,50.0,0.0,0,6,4,672,1936,1950,128000
520,600.0,2.0,1,0,1.0,600,480,2.0,2005.0,1200,3,3180,30.0,0.0,166,5,7,600,2005,2005,144152
672,672.0,3.0,1,456,3.0,216,468,1.0,1964.0,1344,2,10690,59.0,0.0,128,7,5,672,1920,1997,147000
840,828.0,3.0,1,0,4.0,840,500,2.0,2003.0,1668,3,11317,72.0,101.0,68,5,7,840,2003,2003,180000
1040,0.0,2.0,0,0,4.0,0,400,1.0,1949.0,1040,2,8544,60.0,0.0,0,4,3,0,1950,1950,93500
900,0.0,3.0,2,234,4.0,180,576,1.0,2005.0,900,3,7200,60.0,0.0,32,7,5,900,1951,2000,134800
1559,0.0,3.0,1,338,3.0,1221,812,1.0,1948.0,1559,2,8100,90.0,0.0,116,6,5,1559,1948,1973,153500
948,0.0,3.0,1,492,5.0,372,248,1.0,1954.0,948,2,10215,75.0,132.0,0,5,4,864,1954,1954,111000
923,0.0,2.0,1,543,4.0,261,264,2.0,1980.0,923,2,8012,50.0,0.0,0,5,6,923,1980,1980,143000
1552,0.0,3.0,3,24,6.0,1528,782,2.0,2005.0,1552,3,10084,84.0,196.0,20,5,7,1552,2005,2006,212900
961,0.0,3.0,1,216,5.0,540,642,1.0,1998.0,1717,3,9550,60.0,0.0,35,5,7,756,1915,1970,140000
1721,0.0,3.0,1,570,3.0,891,440,2.0,1968.0,1721,2,10335,78.0,0.0,96,6,5,1461,1968,1993,180000
483,504.0,2.0,1,330,4.0,153,264,1.0,1973.0,987,2,1680,21.0,158.0,0,5,6,483,1973,1973,100000
1200,0.0,3.0,1,334,5.0,322,521,2.0,1995.0,1200,3,11249,105.0,0.0,26,5,6,1200,1995,1995,177500
1148,568.0,3.0,1,292,2.0,476,281,1.0,1949.0,1716,2,11409,60.0,0.0,0,4,5,768,1949,2008,131000
894,0.0,3.0,1,553,6.0,224,336,1.0,1973.0,894,2,8450,65.0,0.0,144,8,5,894,1965,2009,138500
1771,0.0,3.0,0,0,0.0,0,336,1.0,1960.0,1771,2,21750,100.0,75.0,0,4,5,0,1960,2006,115000
1173,0.0,3.0,4,885,6.0,0,528,2.0,1974.0,1173,3,10625,85.0,81.0,120,6,7,1053,1974,1974,170000
1287,0.0,3.0,1,72,5.0,733,576,3.0,1997.0,1287,3,9830,69.0,0.0,17,7,5,1063,1959,2006,162000
1382,0.0,3.0,1,547,3.0,504,459,2.0,1974.0,1382,2,11235,75.0,51.0,82,5,4,1051,1963,1979,148000
1214,1306.0,4.0,1,565,6.0,638,721,2.0,1995.0,2520,3,9950,82.0,290.0,114,5,7,1203,1995,1995,290000
1215,0.0,3.0,1,585,3.0,630,297,1.0,1958.0,1215,2,12400,66.0,176.0,0,7,6,1215,1958,1998,155000
1203,1323.0,4.0,1,740,6.0,425,844,2.0,1994.0,2526,3,10120,92.0,391.0,78,5,8,1165,1994,1994,290000
600,600.0,2.0,1,0,1.0,600,480,2.0,2004.0,1200,3,3182,30.0,0.0,172,5,7,600,2004,2005,151000
1728,0.0,4.0,1,1606,5.0,122,560,1.0,1976.0,1728,2,9297,63.0,0.0,0,5,5,1728,1976,1976,188000
902,808.0,3.0,1,0,1.0,576,480,1.0,1990.0,1710,2,10300,50.0,0.0,11,6,7,576,1921,1950,140000
1407,985.0,3.0,1,1074,6.0,322,870,3.0,1997.0,2392,3,9452,82.0,423.0,70,5,8,1396,1997,1998,348000
1014,730.0,3.0,1,402,4.0,594,457,2.0,1993.0,1744,3,9453,69.0,0.0,70,7,7,996,1993,2003,194500
822,843.0,3.0,1,0,1.0,813,562,2.0,2007.0,1665,3,8125,65.0,0.0,0,6,7,813,2007,2007,205950
1282,1414.0,4.0,3,984,6.0,280,792,2.0,2007.0,2696,4,9965,77.0,220.0,184,5,7,1264,2007,2007,383970
864,0.0,3.0,1,616,5.0,248,528,1.0,1974.0,864,2,9000,60.0,0.0,0,6,4,864,1971,1971,120500
672,0.0,2.0,1,344,3.0,328,234,1.0,1941.0,672,2,9340,50.0,0.0,113,6,4,672,1941,1950,113000
1320,0.0,3.0,3,328,2.0,285,564,2.0,1966.0,1320,2,11777,96.0,97.0,68,6,5,1164,1966,1966,164500
958,0.0,2.0,1,120,5.0,958,440,2.0,1977.0,958,2,4928,69.0,0.0,205,5,6,1078,1976,1976,128000
1710,0.0,3.0,2,0,1.0,1710,550,2.0,2004.0,1710,3,12118,43.0,108.0,48,5,7,1710,2004,2005,240000
1265,0.0,3.0,4,633,5.0,586,502,2.0,1965.0,1265,3,9350,85.0,0.0,92,8,5,1219,1965,1999,179900
1456,0.0,2.0,4,0,1.0,1273,400,3.0,2003.0,1456,3,3196,69.0,40.0,20,5,8,1273,2003,2003,215000
1067,472.0,3.0,1,0,1.0,927,576,1.0,1995.0,1539,2,6120,51.0,0.0,0,6,5,927,1936,1950,141500
1959,0.0,5.0,1,0,1.0,1907,766,1.0,1989.0,1959,2,11070,82.0,70.0,0,5,7,1907,1988,1989,171000
1008,0.0,4.0,1,0,1.0,1008,0,0.0,1979.0,1522,2,6000,60.0,0.0,0,5,5,1008,1926,1950,102000
1124,0.0,3.0,0,0,4.0,0,0,0.0,1979.0,1124,2,8335,77.0,0.0,36,5,5,0,1954,1954,93000
1107,983.0,3.0,2,859,5.0,216,484,2.0,1973.0,2090,2,10382,69.0,240.0,204,6,7,1107,1973,1973,200000
1214,0.0,2.0,1,698,5.0,420,461,1.0,1965.0,1214,2,9170,70.0,0.0,0,7,5,1214,1965,1965,140000
1779,0.0,3.0,2,306,5.0,372,454,1.0,1955.0,1779,2,17920,102.0,0.0,418,4,5,1763,1955,1974,170000
1629,0.0,3.0,3,1300,6.0,316,808,3.0,2002.0,1629,3,14536,85.0,236.0,252,5,8,1616,2002,2003,270000
1554,0.0,2.0,2,24,6.0,1530,627,2.0,2006.0,1554,3,4590,34.0,108.0,73,5,8,1554,2006,2006,209500
993,1243.0,4.0,1,0,1.0,964,642,3.0,1997.0,2236,3,13006,69.0,285.0,0,5,7,964,1997,1997,222000
796,0.0,2.0,1,0,1.0,796,0,2.0,1979.0,796,2,3636,40.0,0.0,0,4,4,796,1922,1950,55000
840,840.0,3.0,1,0,1.0,840,308,2.0,1960.0,1680,2,15576,63.0,0.0,0,7,6,840,1915,1976,177000
848,0.0,1.0,3,686,6.0,162,420,3.0,2003.0,848,3,4435,37.0,170.0,0,5,6,848,2003,2003,136500
1142,0.0,3.0,1,874,5.0,268,528,3.0,1976.0,1142,2,4224,44.0,0.0,90,5,5,1142,1976,1976,134000
1252,0.0,1.0,4,429,4.0,93,564,2.0,1960.0,1252,2,13500,69.0,0.0,0,7,6,1602,1960,1975,235000
1684,0.0,2.0,1,28,6.0,1656,564,2.0,2005.0,1684,4,8849,63.0,616.0,72,5,9,1684,2005,2005,266000
2000,0.0,3.0,1,1464,6.0,536,888,2.0,2004.0,2000,3,10386,80.0,246.0,0,5,8,2000,2004,2005,305900
1616,0.0,3.0,3,0,1.0,1616,834,2.0,2005.0,1616,3,8688,73.0,228.0,59,5,7,1616,2005,2005,232000
1299,573.0,3.0,3,990,6.0,309,531,2.0,2001.0,1872,4,11885,69.0,108.0,122,5,8,1299,2001,2001,261500
1042,534.0,3.0,1,0,1.0,1042,225,1.0,1928.0,1576,2,6240,52.0,0.0,0,6,5,1042,1928,1950,149000
1175,807.0,3.0,3,421,6.0,386,575,2.0,1989.0,1982,3,11287,82.0,340.0,84,6,7,807,1989,1989,228500
988,0.0,3.0,1,534,4.0,246,276,1.0,1950.0,988,2,7200,60.0,0.0,80,7,5,876,1950,1950,119000
1844,0.0,2.0,1,976,6.0,868,620,3.0,2005.0,1844,3,10994,88.0,366.0,44,5,8,1844,2005,2006,257000
1258,0.0,3.0,1,656,5.0,602,528,2.0,1971.0,1258,3,11040,80.0,144.0,0,7,6,1258,1971,2004,145000
1288,0.0,1.0,1,786,6.0,474,500,3.0,1996.0,1288,4,14963,38.0,0.0,30,5,8,1260,1996,1996,245500
1634,0.0,3.0,1,0,1.0,1626,866,2.0,2006.0,1634,3,11428,98.0,248.0,44,5,8,1626,2006,2006,250000
855,0.0,3.0,1,257,5.0,103,440,1.0,1974.0,1322,2,2308,24.0,0.0,0,5,6,855,1974,1974,147000
707,707.0,3.0,3,0,1.0,707,403,3.0,2004.0,1414,3,9056,74.0,0.0,35,5,8,707,2004,2004,178000
1504,0.0,3.0,4,690,6.0,814,478,3.0,1996.0,1504,3,11883,73.0,196.0,66,5,7,1504,1996,1996,203000
1670,0.0,3.0,1,0,1.0,1670,690,2.0,2006.0,1670,3,14859,50.0,27.0,60,5,7,1670,2006,2006,240000
1516,651.0,3.0,4,125,2.0,36,518,2.0,1974.0,2167,3,17542,69.0,0.0,47,7,7,1192,1974,2003,294000
1069,0.0,2.0,1,559,5.0,510,440,2.0,1977.0,1069,2,4043,53.0,0.0,55,6,6,1069,1977,1977,140000
1072,0.0,2.0,4,547,6.0,0,525,3.0,2005.0,1072,2,3675,35.0,82.0,44,5,6,547,2005,2006,140000
1572,0.0,3.0,4,1159,3.0,413,995,2.0,1963.0,1572,2,35133,50.0,226.0,263,4,5,1572,1963,1963,186700
1188,561.0,3.0,1,1088,2.0,0,456,1.0,1963.0,1869,2,8820,98.0,0.0,0,6,5,1088,1890,1996,124900
882,0.0,1.0,1,0,1.0,882,0,0.0,1979.0,882,2,5500,55.0,0.0,0,6,4,882,1956,1956,103200
1922,0.0,3.0,4,1249,6.0,673,676,3.0,2005.0,1922,3,14157,86.0,200.0,51,5,9,1922,2005,2006,377426
780,0.0,2.0,3,632,5.0,148,352,1.0,1973.0,780,2,7200,60.0,0.0,0,7,5,780,1972,1972,124900
1021,580.0,3.0,1,0,1.0,533,300,2.0,1958.0,1601,2,13825,85.0,0.0,34,6,5,533,1958,1987,140000
1530,0.0,3.0,3,1274,5.0,256,430,3.0,2005.0,1530,3,16158,124.0,16.0,36,5,7,1530,2005,2005,260000
833,0.0,3.0,1,625,4.0,208,0,0.0,1979.0,833,2,8780,69.0,0.0,0,5,5,833,1985,1985,112000
679,504.0,2.0,1,331,5.0,318,308,1.0,1981.0,1183,2,6000,50.0,0.0,176,7,3,649,1948,2002,120000
1040,0.0,3.0,1,659,5.0,381,260,1.0,1962.0,1040,2,6897,69.0,0.0,104,8,5,1040,1962,2010,127000
1466,1362.0,4.0,4,1150,6.0,316,1052,2.0,2006.0,2828,3,9965,77.0,340.0,144,5,8,1466,2006,2007,424870
1032,220.0,3.0,1,280,4.0,752,288,1.0,1950.0,1252,2,9600,80.0,0.0,0,5,6,1032,1950,1950,119000
